Time,jct-Time,unix_Time_rel,unix_Time,0x2d2_CHECKSUM,0x2d2_Counter,0x2d2_AC_ON,0x2d2_AC_Mode,0x2_Steering_Angle,0x2_Counter,0x2_CHECKSUM,0x40_CHECKSUM,0x40_Counter,0x40_Engine_RPM,0x40_Throttle_Pedal,0x40_Throttle_Cruise,0x40_Throttle_Combo,0x40_Signal1,0x40_Off_Accel,0x240_CHECKSUM,0x240_Counter,0x240_Signal1,0x240_Cruise_On,0x240_Cruise_Activated,0x240_Signal2,0x241_CHECKSUM,0x241_Counter,0x241_Cruise_On,0x241_Cruise_Activated,0x241_Cruise_Active,0x48_CHECKSUM,0x48_Counter,0x48_Gear,0x48_RPM,0x49_CHECKSUM,0x49_Counter,0x49_CVT_Gear,0x146_CHECKSUM,0x146_Counter,0x146_Signal1,0x146_Main,0x146_Set,0x146_Resume,0x146_Signal2,0x122_CHECKSUM,0x122_Counter,0x122_SET_1,0x122_LKAS_Output,0x122_LKAS_Request,0x220_CHECKSUM,0x220_Counter,0x220_Signal1,0x220_Brake_Pressure,0x220_Signal2,0x220_Cruise_Brake_Lights,0x220_Cruise_Brake_Fault,0x220_Cruise_Brake_Active,0x220_Cruise_Activated,0x220_Signal3,0x221_CHECKSUM,0x221_Counter,0x221_Signal1,0x221_Cruise_Fault,0x221_Cruise_Throttle,0x221_Signal2,0x221_Car_Follow,0x221_Signal4,0x221_Signal3,0x221_Cruise_Brake_Active,0x221_Distance_Swap,0x221_Cruise_EPB,0x221_Close_Distance,0x221_Signal5,0x221_Cruise_Cancel,0x221_Cruise_Set,0x221_Cruise_Resume,0x221_Signal6,0x222_CHECKSUM,0x222_Counter,0x222_Signal1,0x222_Cruise_Fault,0x222_Cruise_RPM,0x222_Cruise_Activated,0x222_Signal2,0x222_Brake_Lights,0x222_Cruise_Hold,0x222_Signal3,0x138_CHECKSUM,0x138_Counter,0x138_Brake_1,0x138_Brake_2,0x139_CHECKSUM,0x139_Counter,0x139_Signal1,0x139_Speed,0x139_Brake_Lights,0x139_Signal2,0x139_Brake_Pedal,0x139_Signal3,0x13a_CHECKSUM,0x13a_Counter,0x13a_FR,0x13a_RR,0x13a_RL,0x13a_FL,0x13b_Lateral,0x13b_Longitudinal,0x13c_CHECKSUM,0x13c_Counter,0x13c_Signal1,0x13c_ES_Brake,0x13c_Signal2,0x13c_Brake,0x13c_Signal3,0x118_CHECKSUM,0x118_Counter,0x118_State,0x119_CHECKSUM,0x119_Counter,0x119_Steer_Error_1,0x119_Steer_Torque_Sensor,0x119_Steer_Error_2,0x119_Steer_Warning,0x119_Steering_Angle,0x119_Steer_Torque_Output,0x321_CHECKSUM,0x321_Counter,0x321_PCB_Off,0x321_LDW_Off,0x321_Signal1,0x321_Cruise_Soft_Disable,0x321_Signal2,0x321_Cruise_Distance,0x321_Signal3,0x321_Conventional_Cruise,0x321_Signal4,0x321_Cruise_Disengaged,0x321_Cruise_Activated,0x321_Signal5,0x321_Cruise_Set_Speed,0x321_Cruise_Fault,0x321_Signal6,0x321_Brake_Lights,0x321_Car_Follow,0x321_Signal7,0x321_Far_Distance,0x321_Cruise_State,0x322_CHECKSUM,0x322_Counter,0x322_Keep_Hands_On_Wheel,0x322_Empty_Box,0x322_Signal1,0x322_LKAS_ACTIVE,0x322_Signal2,0x322_Backward_Speed_Limit_Menu,0x322_LKAS_ENABLE_3,0x322_LKAS_Left_Line_Light_Blink,0x322_LKAS_ENABLE_2,0x322_LKAS_Right_Line_Light_Blink,0x322_LKAS_Left_Line_Visible,0x322_LKAS_Left_Line_Green,0x322_LKAS_Right_Line_Visible,0x322_LKAS_Right_Line_Green,0x322_LKAS_Alert,0x322_Signal3,0x228_CHECKSUM,0x228_Counter,0x228_R_ADJACENT,0x228_L_ADJACENT,0x228_R_APPROACHING,0x228_L_APPROACHING,0x3ac_CHECKSUM,0x3ac_Counter,0x3ac_DOOR_OPEN_FL,0x3ac_DOOR_OPEN_FR,0x3ac_DOOR_OPEN_RL,0x3ac_DOOR_OPEN_RR,0x3ac_DOOR_OPEN_TRUNK,0x3ac_BRAKE,0x3ac_Lowbeam,0x3ac_WIPERS,0x3ac_Highbeam,0x3ac_FOG_LIGHTS2,0x3ac_DASH_BTN_LIGHTS,0x390_CHECKSUM,0x390_Counter,0x390_ICY_ROAD,0x390_SEATBELT_FL,0x390_LEFT_BLINKER,0x390_RIGHT_BLINKER,0x68d_CHECKSUM,0x68d_Counter,0x68d_Units,0x610_roll_rotation_x,0x610_pitch_rotation_y,0x611_yaw_rotation_z,0x630_din1_status,0x630_din2_status,0x630_dout_status,0x630_sd_present,0x630_gps_power_status,0x630_device_id,0x620_gps_antenna_status,0x620_gps_num_satellites,0x620_gps_navigation_method,0x621_gps_course,0x621_gps_speed,0x622_gps_longitude_minutes,0x622_gps_longitude_degree,0x622_gps_indicator_ew,0x623_gps_latitude_minutes,0x623_gps_latitude_degree,0x623_gps_indicator_ns,0x624_gps_altitude,0x625_gps_pdop,0x625_gps_hdop,0x626_gps_vdop,0x627_utc_year,0x627_utc_month,0x627_utc_day_of_month,0x627_utc_hour,0x627_utc_minute,0x627_utc_second,0x600_acceleration_x,0x600_acceleration_y,0x600_acceleration_z,0x600_temperature,0x600_vertical_axis,0x600_orientation,0x601_magnetic_field_x,0x601_magnetic_field_y,0x601_magnetic_field_z,0x640_rtc_sec,0x640_rtc_min,0x640_rtc_hour,0x640_rtc_day_of_week,0x640_rtc_day_of_month,0x640_rtc_month,0x640_rtc_year,lat,lon,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,gb_x,gb_y,gb_z,ab_x,ab_y,ab_z,roll,pitch,azi,imname
76.1,04:22.2,84.71450996,1596517462,244,0,0,5,-15.3,3,221,217,14,963,0,0,0,5,12,3,10,9437184,0,0,2687616,137,10,0,0,0,52,7,D,1179,94,7,146,87,15,812662337,0,0,0,0,55,4,1,0,0,35,1,0,0,0,0,0,0,0,0,4,1,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,6,1,0,0,1181,0,0,1,0,0,215,13,6,6,170,13,3,20.1375,1,1,64,15520,248,13,20.577,20.178,20.463,20.292,0,-0.8,131,13,5.95948E+13,0,4,1,0,205,6,0,23,6,0,-48,0,0,-14.4305,-12,78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,113,7,0,0,0,0,68,6,0,0,0,0,0,1,0,0,0,0,0,105,4,1,0,0,0,43,2,3,840971878,1664294968,824195170,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,807415856,1629501284,808525875,1629500465,49,52,32,48,56,32,52448.74,102223.04,32429.54,48,2,1,4315.5,3696,2472,49,49,32,51,57,32,13104,35.64807892,139.6582642,2.399,0,2.081,-0.87,0.4,-9.952,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.956,-2.258,-126.194,2507
76.2,04:22.3,84.81450987,1596517462,247,3,0,5,-15.3,5,225,198,8,950,0,0,0,5,12,5,12,9437184,0,0,2687616,138,12,0,0,0,48,2,D,1179,88,1,146,71,4,812662257,0,0,0,0,60,9,1,0,0,37,3,0,0,0,0,0,0,0,0,6,3,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,6,3,0,0,1179,0,0,1,0,0,203,2,6,6,155,2,3,20.025,1,1,48,15519,255,2,20.52,20.007,20.292,20.121,-0.4,-0.7,221,2,5.98075E+13,0,4,1,0,210,11,0,20,11,0,-39,0,0,-14.6692,-2,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,114,8,0,0,0,0,69,7,0,0,0,0,0,1,0,0,0,0,0,106,5,1,0,0,0,43,2,3,1713386339,808656949,807415856,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,99282.72,48171.2,32218.4,48,2,5,3854.7,3696,2472,49,49,32,51,57,32,13104,35.64807892,139.6582642,-0.769,0.391,2.069,-1.514,0.476,-9.598,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.121,-2.186,-125.958,2509
76.3,04:22.4,84.91451001,1596517462,251,7,0,5,-15.3,7,229,186,2,944,0,0,0,5,12,7,14,9437184,0,0,2687616,140,14,0,0,0,52,12,D,1173,98,11,146,71,9,812662177,0,0,0,0,65,14,1,0,0,39,5,0,0,0,0,0,0,0,0,8,5,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,3,5,0,0,1174,0,0,1,0,0,208,7,6,6,154,7,3,19.85625,1,1,48,15516,108,7,20.748,19.836,20.121,20.007,-0.3,-0.7,233,7,5.99946E+13,0,4,1,0,190,0,0,226,0,0,-5,0,0,-14.7777,15,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,116,10,0,0,0,0,70,8,0,0,0,0,0,1,0,0,0,0,0,107,6,1,0,0,0,43,2,3,807429171,1714495585,958423353,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,50235.68,48171.2,32218.4,48,0,1,4085.1,3696,2472,49,49,32,51,57,32,13104,35.64807892,139.6582642,1.343,1.562,1.776,-1.172,1.108,-9.088,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.132,-2.054,-125.739,2512
76.4,04:22.5,85.01450992,1596517463,254,10,0,5,-14.3,1,227,202,12,950,0,0,0,5,12,249,0,9437184,0,0,2687616,130,0,0,0,0,53,5,D,1180,92,5,146,71,14,812662097,0,0,0,0,54,3,1,0,0,41,7,0,0,0,0,0,0,0,0,10,7,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,11,7,0,0,1180,0,0,1,0,0,207,12,5,6,151,12,3,19.74375,1,1,48,15510,208,12,20.292,19.836,19.893,19.779,-0.2,-0.6,240,12,6.01385E+13,0,4,1,0,59,5,0,147,5,0,34,0,0,-13.8663,25,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,118,12,0,0,0,0,71,9,0,0,0,0,0,1,0,0,0,0,0,108,7,1,0,0,0,43,2,3,807415856,878911536,924856677,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,56452.58,102223.04,32429.54,48,0,1,4085.1,3696,2472,49,49,32,51,57,32,13104,35.64807892,139.6582642,-0.745,2.014,1.3,-0.635,0.327,-10.153,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.148,-1.857,-125.557,2515
76.5,04:22.6,85.11450982,1596517463,1,13,0,5,-13,3,244,203,6,957,0,0,0,5,12,251,2,9437184,0,0,2687616,137,2,0,0,0,56,15,D,1173,102,15,146,57,3,812662049,0,0,0,0,59,8,1,0,0,43,9,0,0,0,0,0,0,0,0,12,9,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,6,9,0,0,1173,0,0,1,0,0,180,1,5,5,133,1,3,19.575,1,1,48,15506,94,1,19.779,19.665,19.95,19.665,-0.2,-0.6,137,1,6.0351E+13,0,4,1,0,158,10,0,98,10,0,39,0,0,-12.586,15,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,119,13,0,0,0,0,72,10,0,0,0,0,0,1,0,0,0,0,0,109,8,1,0,0,0,43,2,3,891304242,1714954339,1696609592,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,100494.82,102223.04,32429.54,48,3,5,3701.1,3696,2472,49,50,32,51,57,32,13104,35.64807892,139.6582642,2.448,-0.952,1.727,-0.439,0.092,-10.419,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.351,-1.857,-125.354,2518
76.6,04:22.7,85.21450996,1596517463,245,1,0,5,-12.3,5,255,204,0,964,0,0,0,5,12,252,4,9437184,0,0,2671232,141,4,0,0,0,52,10,D,1173,97,10,146,59,8,812662001,0,0,0,0,64,13,1,0,0,45,11,0,0,0,0,0,0,0,0,14,11,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,7,11,0,0,1172,0,0,1,0,0,178,6,4,5,132,6,3,19.40625,1,1,32,15504,133,6,19.551,19.494,19.836,19.494,-0.2,-0.6,241,6,6.05636E+13,0,4,1,0,31,15,0,47,15,0,69,0,0,-12.3039,28,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,121,15,0,0,0,0,73,11,0,0,0,0,0,1,0,0,0,0,0,110,9,1,0,0,0,44,3,3,824195170,1680875621,1663067704,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,54450.66,102223.04,32429.54,48,2,4,3701.1,3696,2472,49,50,32,51,57,32,13104,35.64807892,139.6582642,0.049,-1.617,1.337,-0.757,0.519,-10.626,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.357,-2.016,-125.184,2521
76.7,04:22.8,85.31450987,1596517463,248,4,0,5,-11.9,7,7,222,10,972,0,0,0,5,12,255,6,9437184,0,0,2687616,145,6,0,0,0,50,4,D,1176,91,4,146,64,13,812662001,0,0,0,0,53,2,1,0,0,47,13,0,0,0,0,0,0,0,0,16,13,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,9,13,0,0,1172,0,0,1,0,0,178,11,4,5,132,11,3,19.29375,1,1,32,15501,117,11,19.494,19.152,19.608,19.551,-0.1,-0.7,151,11,6.07502E+13,0,4,1,0,183,4,0,30,4,0,47,0,0,-11.5878,23,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,107,1,0,0,0,0,74,12,0,0,0,0,0,1,0,0,0,0,0,111,10,1,0,0,0,44,3,3,941646645,842342502,857748275,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,98492.9,102223.04,32429.54,48,0,4,3701.1,3696,2472,49,50,32,51,57,32,13104,35.64807892,139.6582642,-0.134,1.257,1.477,0.436,-0.641,-9.781,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.461,-2.148,-125.024,2524
76.8,04:22.9,85.41451001,1596517463,251,7,0,5,-11.4,1,0,222,4,978,0,0,0,5,12,0,8,9437184,0,0,2671232,148,8,0,0,0,73,14,D,1189,101,13,147,53,2,812662001,0,0,0,0,58,7,1,0,0,49,15,0,0,0,0,0,0,0,0,18,15,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,26,15,0,0,1187,0,0,1,0,0,162,0,4,5,120,0,3,19.2375,1,1,32,15501,83,0,19.494,19.38,19.836,19.323,-0.2,-0.8,237,0,6.08941E+13,0,4,1,0,21,9,0,234,9,0,82,0,0,-11.4142,37,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,108,2,0,0,0,0,75,13,0,0,0,0,0,1,0,0,0,0,0,112,11,1,0,0,0,44,3,3,824205879,878780468,807415856,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,102285.6,48171.2,32218.4,48,2,0,4315.5,3696,2472,49,50,32,51,57,32,13104,35.64807892,139.6582642,-0.909,1.501,1.752,-0.583,0.189,-10.41,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.23,-2.054,-124.843,2527
76.9,04:23.0,85.51450992,1596517463,255,11,0,5,-10.3,3,15,248,14,994,0,0,0,5,12,2,10,9437184,0,0,2671232,153,10,0,0,0,70,8,D,1191,95,7,147,59,7,812662017,0,0,0,0,63,12,1,0,0,35,1,0,0,0,0,0,0,0,0,4,1,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,15,1,0,0,1190,0,0,1,0,0,160,5,4,5,124,5,3,19.18125,1,1,32,15501,16,5,19.494,19.437,19.551,19.266,0,-0.6,148,5,6.11067E+13,0,4,1,0,61,14,0,208,14,0,62,0,0,-10.1122,27,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,110,4,0,0,0,0,76,14,0,0,0,0,0,1,0,0,0,0,0,113,12,1,0,0,0,44,3,3,958423353,892739641,1663067704,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385571,8290,49,941635686,8249,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,97491.94,102223.04,32429.54,48,0,5,7848,3696,2472,49,50,32,51,57,32,13104,35.64807892,139.6582642,-1.801,2.74,1.044,-0.586,0.94,-10.318,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.099,-1.835,-124.695,2530
77,04:23.1,85.61450982,1596517463,2,14,0,5,-6.3,5,59,247,8,999,0,0,0,5,12,4,12,9437184,0,0,2671232,155,12,0,0,0,67,1,D,1194,89,1,147,67,12,812662065,0,0,0,0,52,1,1,0,0,37,3,0,0,0,0,0,0,0,0,6,3,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,21,3,0,0,1194,0,0,1,0,0,126,10,4,4,128,10,3,19.06875,1,1,32,15502,150,10,19.323,19.266,19.266,19.209,0,-0.7,250,10,6.1319E+13,0,4,1,0,242,3,0,1,3,0,84,0,0,-6.3798,29,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,112,6,0,0,0,0,77,15,0,0,0,0,0,1,0,0,0,0,0,114,13,1,0,0,0,44,3,3,857747767,862003300,807429427,0,1,1,0,0,3,48,50,32,857748577,859185200,1713385569,8248,49,941635638,8248,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,51236.64,48171.2,32218.4,48,0,6,7848,3696,2472,49,50,32,51,57,32,13104,35.64805348,139.6582133,1.099,3.235,1.239,-0.677,-0.842,-9.814,-0.061,-0.195,-0.092,-0.012,0.119,0.024,1.181,-1.588,-124.557,2533
77.1,04:23.2,85.71450996,1596517463,245,1,0,5,-2.3,7,103,253,2,1011,0,0,0,5,12,6,14,9437184,0,0,2671232,158,14,0,0,0,74,11,D,1191,98,11,146,59,1,812662113,0,0,0,0,57,6,1,0,0,39,5,0,0,0,0,0,0,0,0,8,5,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,20,5,0,0,1191,0,0,1,0,0,90,15,4,5,131,15,3,18.95625,1,1,32,15502,237,15,19.152,19.095,19.152,19.266,-0.4,-0.6,255,15,6.15056E+13,0,4,1,0,6,8,0,8,8,0,152,0,0,-3.0597,61,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,113,7,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,115,14,1,0,0,0,44,3,3,857747767,1701191780,908080694,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,958423353,1679843632,858791991,1696610356,49,52,32,48,56,32,102285.6,48171.2,32218.4,48,3,5,4238.7,3696,2472,49,50,32,51,57,32,13104,35.64805348,139.6582133,-2.911,3.497,1.178,-0.235,-0.458,-9.814,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.983,-1.247,-124.42,2536
77.2,04:23.3,85.81450987,1596517463,249,5,0,5,-1.4,1,100,5,12,1009,0,0,0,5,12,248,0,9437184,0,0,2671232,143,0,0,0,0,64,6,D,1186,92,5,146,67,6,812662161,0,0,0,0,62,11,1,0,0,41,7,0,0,0,0,0,0,0,0,10,7,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,19,7,0,0,1188,0,0,1,0,0,72,4,4,4,119,4,3,18.84375,1,1,32,15503,127,4,18.924,19.038,19.152,19.038,-0.1,-0.4,178,4,5.72512E+13,0,4,1,0,25,13,0,42,13,0,87,0,0,-1.5624,28,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,115,9,0,0,0,0,63,1,0,0,0,0,0,1,0,0,0,0,0,116,15,1,0,0,0,44,3,3,824205879,878780468,958423353,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,857748275,1679843632,858791991,1696610356,49,52,32,48,56,32,50235.68,48171.2,32218.4,48,0,5,4315.5,3696,2472,49,50,32,51,57,32,13104,35.64805348,139.6582133,-0.391,2.289,0,-0.006,0.339,-10.022,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.862,-0.906,-124.371,2539
77.3,04:23.4,85.91451001,1596517463,252,8,0,5,0.6,3,125,253,6,1007,0,0,0,5,12,250,2,9437184,0,0,2671232,142,2,0,0,0,69,15,D,1181,102,15,146,75,11,812662209,0,0,0,0,51,0,1,0,0,43,9,0,0,0,0,0,0,0,0,12,9,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,14,9,0,0,1181,0,0,1,0,0,59,9,4,4,122,9,3,18.675,1,1,32,15504,202,9,18.696,18.81,18.867,18.696,0,-0.4,86,9,5.74634E+13,0,4,1,0,171,2,0,189,2,0,101,0,0,0.2604,27,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,117,11,0,0,0,0,64,2,0,0,0,0,0,1,0,0,0,0,0,101,0,1,0,0,0,44,3,3,1629501284,942678067,891304242,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,857748275,1679843632,858791991,1696610356,49,52,32,48,56,32,54450.66,102223.04,32429.54,75,2,0,4315.5,3696,2472,49,50,32,51,57,32,13104,35.64805348,139.6582133,-0.568,0.818,-0.018,-0.134,-0.018,-10.367,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.714,-0.714,-124.382,2542
77.4,04:23.5,86.01450992,1596517464,255,11,0,5,1,5,133,252,0,1012,0,0,0,5,12,252,4,9437184,0,0,2671232,144,4,0,0,0,54,9,D,1173,96,9,146,67,0,812662257,0,0,0,0,56,5,1,0,0,45,11,0,0,0,0,0,0,0,0,14,11,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,8,11,0,0,1173,0,0,1,0,0,58,14,4,4,121,14,3,18.45,1,1,32,15502,30,14,18.582,18.582,18.525,18.639,-0.1,-0.4,185,14,5.76071E+13,0,4,1,0,220,7,0,230,7,0,58,0,0,0.8246,8,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,118,12,0,0,0,0,65,3,0,0,0,0,0,1,0,0,0,0,0,102,1,1,0,0,0,44,3,3,891315045,943267889,891304242,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,857748275,1679843632,858791991,1696610356,49,52,32,48,56,32,49234.72,48171.2,32218.4,75,2,0,7848,3696,2472,49,50,32,51,57,32,13104,35.64805348,139.6582133,-2.295,-1.031,0.049,-0.394,-0.314,-9.753,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.588,-0.758,-124.365,2545
77.5,04:23.6,86.11450982,1596517464,3,15,0,5,0.9,7,136,1,10,1007,0,0,0,5,12,254,6,9437184,0,0,2671232,143,6,0,0,0,50,3,D,1174,91,3,147,74,5,812662289,0,0,0,0,61,10,1,0,0,47,13,0,0,0,0,0,0,0,0,16,13,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,11,13,0,0,1174,0,0,1,0,0,48,3,3,4,107,3,3,18.28125,1,1,32,15502,181,3,18.411,18.411,18.525,18.354,-0.1,-0.4,171,3,5.77937E+13,0,4,1,0,226,12,0,3,12,0,40,0,0,0.7378,6,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,120,14,0,0,0,0,66,4,0,0,0,0,0,1,0,0,0,0,0,103,2,1,0,0,0,44,3,3,1663067704,1681203250,807415856,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,857748275,1679843632,858791991,1696610356,49,52,32,48,56,32,56241.44,48171.2,32218.4,75,1,1,3701.1,3696,2472,49,51,32,51,57,32,13104,35.64805348,139.6582133,-1.971,-1.08,-0.641,-0.256,0.024,-10.187,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.357,-0.84,-124.393,2548
77.6,04:23.7,86.21450996,1596517464,246,2,0,5,0.9,1,124,244,4,1000,0,0,0,5,12,0,8,9437184,0,0,2671232,142,8,0,0,0,62,13,D,1175,101,13,147,81,10,812662321,0,0,0,0,66,15,1,0,0,49,15,0,0,0,0,0,0,0,0,18,15,1,0,808,2,0,1,3,0,0,0,255,0,0,0,0,0,13,15,0,0,1174,0,0,1,0,0,52,8,3,4,110,8,3,18.16875,1,1,32,15502,243,8,18.411,18.24,18.354,18.354,0,-0.6,173,8,5.80058E+13,0,4,1,0,152,1,0,241,1,0,46,0,0,0.7378,7,77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117936,106,0,0,0,0,0,67,5,0,0,0,0,0,1,0,0,0,0,0,104,3,1,0,0,0,44,3,3,891304242,1714954339,824195170,0,1,1,0,0,3,48,50,32,1713385783,875962468,1713385569,8248,49,941635638,8248,49,857748275,1679843632,858791991,1696610356,49,52,32,48,56,32,101495.78,102223.04,32429.54,48,3,4,3701.1,3696,2472,49,51,32,51,57,32,13104,35.64805348,139.6582133,-3.851,-0.092,-0.226,-0.708,-0.232,-9.952,-0.061,-0.195,-0.092,-0.012,0.119,0.024,0.066,-0.928,-124.409,2551
